group,species_file,chromosomes,genome_size_mb,gc_percent,genes,fasta,gff3
Coccinelloidea,Coccinella_septempunctata_GCF_907165205.1.gff3,10,398.192398,36.41666704653068,16040,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Coccinella_septempunctata_GCF_907165205.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Coccinella_septempunctata_GCF_907165205.1.gff3
Coccinelloidea,Dastarcus_helophoroides_GCA_028583605.1.gff3,13,536.106268,31.495858121409032,16718,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Dastarcus_helophoroides_GCA_028583605.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Dastarcus_helophoroides_GCA_028583605.1.gff3
Coccinelloidea,Endomychus_coccineus_GCA_958510875.1.gff3,6,873.841446,34.740988250982554,21338,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Endomychus_coccineus_GCA_958510875.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Endomychus_coccineus_GCA_958510875.1.gff3
Coccinelloidea,Halyzia_sedecimguttata_GCA_937662695.2.gff3,10,903.24212,35.73520923099148,19720,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Halyzia_sedecimguttata_GCA_937662695.2_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Halyzia_sedecimguttata_GCA_937662695.2.gff3
Coccinelloidea,Harmonia_axyridis_GCF_914767665.1.gff3,8,425.274714,35.14665990953472,19208,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Harmonia_axyridis_GCF_914767665.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Harmonia_axyridis_GCF_914767665.1.gff3
Coccinelloidea,Hippodamia_convergens_GCA_038502775.1.gff3,8,527.013188,35.13547667288317,19601,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Hippodamia_convergens_GCA_038502775.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Hippodamia_convergens_GCA_038502775.1.gff3
Coccinelloidea,Megalocaria_dilatata_GCA_034642435.1.gff3,10,711.862877,33.69468226020072,17662,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Megalocaria_dilatata_GCA_034642435.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Megalocaria_dilatata_GCA_034642435.1.gff3
Coccinelloidea,Myrrha_octodecimguttata_GCA_958510865.1.gff3,10,650.952534,35.42806728999373,19560,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Myrrha_octodecimguttata_GCA_958510865.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Myrrha_octodecimguttata_GCA_958510865.1.gff3
Coccinelloidea,Pjab_Bracewell_helixer_helixer.gff3,10,804.299998,35.137339486788605,27888,/N/project/Bracewell_fly/Dwayne/helixer_results/New_Pjab/Pjab_Bracewell_helixer_helixer.fasta,/N/project/Bracewell_fly/Dwayne/helixer_results/New_Pjab/Pjab_Bracewell_helixer_helixer.gff
Coccinelloidea,Serangium_japonicum_GCA_040543525.2.gff3,10,433.03868,27.885512453433364,13094,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Serangium_japonicum_GCA_040543525.2_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Serangium_japonicum_GCA_040543525.2.gff3
Cucujoidea,Aethina_tumida_GCF_024364675.1.gff3,8,259.967705,27.92677801135427,15913,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Aethina_tumida_GCF_024364675.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cucojoidea_GFF3_filtered_dropIDs/Aethina_tumida_GCF_024364675.1.gff3
Cucujoidea,Brachypterus_glaber_GCA_958510825.1.gff3,11,617.404163,30.627951647667125,13407,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Brachypterus_glaber_GCA_958510825.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cucojoidea_GFF3_filtered_dropIDs/Brachypterus_glaber_GCA_958510825.1.gff3
Cucujoidea,Brassicogethes_aeneus_GCA_921294245.1.gff3,11,585.278335,30.573177826071344,18218,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Brassicogethes_aeneus_GCA_921294245.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cucojoidea_GFF3_filtered_dropIDs/Brassicogethes_aeneus_GCA_921294245.1.gff3
Cucujoidea,Cryptophagus_acutangulus_GCA_963556235.1.gff3,16,118.433028,33.24521908017607,14470,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cryptophagus_acutangulus_GCA_963556235.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cucojoidea_GFF3_filtered_dropIDs/Cryptophagus_acutangulus_GCA_963556235.1.gff3
Cucujoidea,Pediacus_dermestoides_GCA_963942485.1.gff3,10,220.092565,31.902682129366525,15666,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Pediacus_dermestoides_GCA_963942485.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cucojoidea_GFF3_filtered_dropIDs/Pediacus_dermestoides_GCA_963942485.1.gff3
Cucujoidea,Silvanus_unidentatus_GCA_963930825.1.gff3,7,157.047549,33.04610130236553,13247,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Silvanus_unidentatus_GCA_963930825.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cucojoidea_GFF3_filtered_dropIDs/Silvanus_unidentatus_GCA_963930825.1.gff3
Curculionoidea,Anthonomus_grandis_grandis_GCF_022605725.1.gff3,24,672.931387,32.08350356555402,18086,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Anthonomus_grandis_grandis_GCF_022605725.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Anthonomus_grandis_grandis_GCF_022605725.1.gff3
Curculionoidea,Anthonomus_grandis_thurberiae_GCA_030068095.1.gff3,22,669.380318,32.12148968070968,18450,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Anthonomus_grandis_thurberiae_GCA_030068095.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Anthonomus_grandis_thurberiae_GCA_030068095.1.gff3
Curculionoidea,Apoderus_coryli_GCA_911728435.2.gff3,19,421.147852,32.78899671523665,20545,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Apoderus_coryli_GCA_911728435.2_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Apoderus_coryli_GCA_911728435.2.gff3
Curculionoidea,Aspidapion_aeneum_GCA_963576565.1.gff3,11,1270.501322,33.96699787165246,15700,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Aspidapion_aeneum_GCA_963576565.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Aspidapion_aeneum_GCA_963576565.1.gff3
Curculionoidea,Barypeithes_pellucidus_GCA_963991005.1.gff3,11,723.59337,33.84173737386524,25329,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Barypeithes_pellucidus_GCA_963991005.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Barypeithes_pellucidus_GCA_963991005.1.gff3
Curculionoidea,Ceutorhynchus_assimilis_GCA_917834065.1.gff3,16,667.035412,35.29774449537246,19285,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Ceutorhynchus_assimilis_GCA_917834065.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Ceutorhynchus_assimilis_GCA_917834065.1.gff3
Curculionoidea,Dendroctonus_frontalis_GCA_040113315.1.gff3,8,169.616209,36.61227956,15171,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Dendroctonus_frontalis_GCA_040113315.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Dendroctonus_frontalis_GCA_040113315.1.gff3
Curculionoidea,Eucryptorrhynchus_brandti_GCA_040894065.1.gff3,21,400.370607,33.39817728492828,15265,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Eucryptorrhynchus_brandti_GCA_040894065.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Eucryptorrhynchus_brandti_GCA_040894065.1.gff3
Curculionoidea,Euwallacea_fornicatus_GCF_040115645.1.gff3,39,165.803065,36.847422440218175,13157,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Euwallacea_fornicatus_GCF_040115645.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Euwallacea_fornicatus_GCF_040115645.1.gff3
Curculionoidea,Euwallacea_similis_GCF_039881205.1.gff3,37,165.407384,35.75686800917469,13825,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Euwallacea_similis_GCF_039881205.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Euwallacea_similis_GCF_039881205.1.gff3
Curculionoidea,Ips_nitidus_GCA_018691245.2.gff3,16,224.872858,35.13085027,15975,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Ips_nitidus_GCA_018691245.2_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Ips_nitidus_GCA_018691245.2.gff3
Curculionoidea,Kyklioacalles_roboris_GCA_964211925.1.gff3,20,599.191345,34.802863010134026,21265,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Kyklioacalles_roboris_GCA_964211925.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Kyklioacalles_roboris_GCA_964211925.1.gff3
Curculionoidea,Orchestes_rusci_GCA_958502075.1.gff3,12,620.377298,35.590338208761246,19413,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Orchestes_rusci_GCA_958502075.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Orchestes_rusci_GCA_958502075.1.gff3
Curculionoidea,Oxystoma_pomonae_GCA_963921995.1.gff3,11,1174.047213,33.6014777,16495,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Oxystoma_pomonae_GCA_963921995.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Oxystoma_pomonae_GCA_963921995.1.gff3
Curculionoidea,Pachyrhynchus_sulphureomaculatus_GCA_019049505.1.gff3,11,2000.581858,33.751605503749126,17550,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Pachyrhynchus_sulphureomaculatus_GCA_019049505.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Pachyrhynchus_sulphureomaculatus_GCA_019049505.1.gff3
Curculionoidea,Philopedon_plagiatum_GCA_963971165.1.gff3,10,1044.535724,33.79481831816293,28178,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Philopedon_plagiatum_GCA_963971165.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Philopedon_plagiatum_GCA_963971165.1.gff3
Curculionoidea,Platypus_cylindrus_GCA_949748235.1.gff3,8,136.929821,30.890134288129083,12574,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Platypus_cylindrus_GCA_949748235.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Platypus_cylindrus_GCA_949748235.1.gff3
Curculionoidea,Platystomos_albinus_GCA_964106875.1.gff3,11,555.31142,36.369313935047025,18225,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Platystomos_albinus_GCA_964106875.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Platystomos_albinus_GCA_964106875.1.gff3
Curculionoidea,Polydrusus_cervinus_GCA_935413205.1.gff3,11,713.293779,32.76930995,23440,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Polydrusus_cervinus_GCA_935413205.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Polydrusus_cervinus_GCA_935413205.1.gff3
Curculionoidea,Polydrusus_pterygomalis_GCA_963969555.1.gff3,11,1050.754233,32.47114935441554,23132,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Polydrusus_pterygomalis_GCA_963969555.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Polydrusus_pterygomalis_GCA_963969555.1.gff3
Curculionoidea,Polydrusus_tereticollis_GCA_963920685.1.gff3,12,1384.508646,34.035673797823314,32113,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Polydrusus_tereticollis_GCA_963920685.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Polydrusus_tereticollis_GCA_963920685.1.gff3
Curculionoidea,Pseudeuparius_sepicola_GCA_963920635.1.gff3,12,767.956561,35.42155712608581,19495,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Pseudeuparius_sepicola_GCA_963920635.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Pseudeuparius_sepicola_GCA_963920635.1.gff3
Curculionoidea,Sitona_lineatus_GCA_964263205.1.gff3,11,829.509358,32.452344464720504,18598,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Sitona_lineatus_GCA_964263205.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Sitona_lineatus_GCA_964263205.1.gff3
Curculionoidea,Taphrorychus_bicolor_GCA_951812265.1.gff3,12,560.650972,35.983672206283096,16799,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Taphrorychus_bicolor_GCA_951812265.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Curculionoidea_GFF3_filtered_dropIDs/Taphrorychus_bicolor_GCA_951812265.1.gff3
Dascillidae,Dascillus_cervinus_GCA_949768715.1.gff3,9,274.027363,33.89384948405548,26142,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Dascillus_cervinus_GCA_949768715.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Dascillidae_GFF3_filtered_dropIDs/Dascillus_cervinus_GCA_949768715.1.gff3
Dystiscoidea,Liopterus_haemorrhoidalis_GCA_963971575.1.gff3,16,1011.085581,32.784444394121365,18026,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Liopterus_haemorrhoidalis_GCA_963971575.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Adephaga_GFF3_filtered_dropIDs/Liopterus_haemorrhoidalis_GCA_963971575.1.gff3
Elateroidea,Actenicerus_siaelandicus_GCA_964234755.1.gff3,10,813.860088,34.68858677,28474,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Actenicerus_siaelandicus_GCA_964234755.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Actenicerus_siaelandicus_GCA_964234755.1.gff3
Elateroidea,Ampedus_sanguinolentus_GCA_964234815.1.gff3,10,1529.538148,33.33583999252525,32857,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Ampedus_sanguinolentus_GCA_964234815.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Ampedus_sanguinolentus_GCA_964234815.1.gff3
Elateroidea,Aquatica_leii_GCA_035610365.1.gff3,8,1033.584138,31.885714763726547,20250,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Aquatica_leii_GCA_035610365.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Aquatica_leii_GCA_035610365.1.gff3
Elateroidea,Cantharis_flavilabris_GCA_949152465.1.gff3,7,347.626099,31.585505249304777,21172,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cantharis_flavilabris_GCA_949152465.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Cantharis_flavilabris_GCA_949152465.1.gff3
Elateroidea,Cantharis_lateralis_GCA_963170105.1.gff3,7,324.737251,30.186137012869832,18932,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cantharis_lateralis_GCA_963170105.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Cantharis_lateralis_GCA_963170105.1.gff3
Elateroidea,Cantharis_nigra_GCA_958510845.1.gff3,7,343.841965,30.94035935566862,19860,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cantharis_nigra_GCA_958510845.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Cantharis_nigra_GCA_958510845.1.gff3
Elateroidea,Cantharis_rufa_GCA_947369205.1.gff3,7,354.985643,31.66753163149809,20775,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cantharis_rufa_GCA_947369205.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Cantharis_rufa_GCA_947369205.1.gff3
Elateroidea,Cantharis_rustica_GCA_911387805.1.gff3,7,444.627916,30.937387877340193,19751,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cantharis_rustica_GCA_911387805.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Cantharis_rustica_GCA_911387805.1.gff3
Elateroidea,Ctenicera_cuprea_GCA_958336395.1.gff3,12,617.802001,33.490140947269836,25529,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Ctenicera_cuprea_GCA_958336395.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Ctenicera_cuprea_GCA_958336395.1.gff3
Elateroidea,Denticollis_linearis_GCA_964205235.1.gff3,10,1455.697961,34.362965414329196,29016,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Denticollis_linearis_GCA_964205235.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Denticollis_linearis_GCA_964205235.1.gff3
Elateroidea,Hemicrepidius_niger_GCA_963082805.1.gff3,10,365.429993,34.50502205575654,20716,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Hemicrepidius_niger_GCA_963082805.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Hemicrepidius_niger_GCA_963082805.1.gff3
Elateroidea,Malthinus_flaveolus_GCA_950108345.1.gff3,6,236.688077,34.21254534037501,17455,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Malthinus_flaveolus_GCA_950108345.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Malthinus_flaveolus_GCA_950108345.1.gff3
Elateroidea,Malthinus_seriepunctatus_GCA_963924605.1.gff3,6,337.414013,32.58098743007308,21354,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Malthinus_seriepunctatus_GCA_963924605.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Malthinus_seriepunctatus_GCA_963924605.1.gff3
Elateroidea,Malthodes_minimus_GCA_964263285.1.gff3,6,568.308817,34.676145715685266,25792,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Malthodes_minimus_GCA_964263285.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Malthodes_minimus_GCA_964263285.1.gff3
Elateroidea,Melanotus_villosus_GCA_963082815.1.gff3,10,789.426432,33.590515822938364,23893,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Melanotus_villosus_GCA_963082815.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Melanotus_villosus_GCA_963082815.1.gff3
Elateroidea,Podabrus_alpinus_GCA_932274525.1.gff3,7,743.063496,34.150924926310495,27755,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Podabrus_alpinus_GCA_932274525.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Podabrus_alpinus_GCA_932274525.1.gff3
Elateroidea,Pyrocoelia_pectoralis_GCA_036250285.1.gff3,10,521.986511,34.57424626410094,24166,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Pyrocoelia_pectoralis_GCA_036250285.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Pyrocoelia_pectoralis_GCA_036250285.1.gff3
Elateroidea,Rhagonycha_fulva_GCA_905340355.1.gff3,7,424.519277,30.370447179895688,22579,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Rhagonycha_fulva_GCA_905340355.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Rhagonycha_fulva_GCA_905340355.1.gff3
Elateroidea,Rhagonycha_lutea_GCA_958510855.1.gff3,7,432.357448,31.97397872055504,23712,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Rhagonycha_lutea_GCA_958510855.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elateroidea_GFF3_filtered_dropIDs/Rhagonycha_lutea_GCA_958510855.1.gff3
Elmidae,Elmis_aenea_GCA_947652605.1.gff3,9,492.28059,31.71194124317362,17710,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Elmis_aenea_GCA_947652605.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Elmidae_GFF3_filtered_dropIDs/Elmis_aenea_GCA_947652605.1.gff3
Histeridae,Hololepta_plana_GCA_963695495.1.gff3,12,136.345589,36.89459357479834,12590,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Hololepta_plana_GCA_963695495.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Histeridae_GFF3_filtered_dropIDs/Hololepta_plana_GCA_963695495.1.gff3
Ptinidae,Xestobium_rufovillosum_GCA_963966045.2.gff3,13,472.830934,36.624760193198966,19837,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Xestobium_rufovillosum_GCA_963966045.2_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Ptinidae_GFF3_filtered_dropIDs/Xestobium_rufovillosum_GCA_963966045.2.gff3
Scarabaeoidea,Amphimallon_solstitiale_GCA_963170755.1.gff3,11,1492.672221,32.558811681240115,49398,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Amphimallon_solstitiale_GCA_963170755.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Amphimallon_solstitiale_GCA_963170755.1.gff3
Scarabaeoidea,Aphodius_fimetarius_GCA_964211865.1.gff3,10,956.702701,35.83195684263007,22678,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Aphodius_fimetarius_GCA_964211865.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Aphodius_fimetarius_GCA_964211865.1.gff3
Scarabaeoidea,Aphodius_granarius_GCA_963971325.1.gff3,10,275.510074,36.27494061878857,17796,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Aphodius_granarius_GCA_963971325.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Aphodius_granarius_GCA_963971325.1.gff3
Scarabaeoidea,Aphodius_sticticus_GCA_963966075.1.gff3,10,618.00166,34.58655879224073,23230,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Aphodius_sticticus_GCA_963966075.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Aphodius_sticticus_GCA_963966075.1.gff3
Scarabaeoidea,Cetonia_aurata_GCA_949128085.1.gff3,10,467.23494,34.53943906445191,23333,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cetonia_aurata_GCA_949128085.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Cetonia_aurata_GCA_949128085.1.gff3
Scarabaeoidea,Chrysina_gloriosa_GCA_038088585.1.gff3,10,631.460855,35.81702231,18759,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Chrysina_gloriosa_GCA_038088585.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Chrysina_gloriosa_GCA_038088585.1.gff3
Scarabaeoidea,Dorcus_hopei_GCA_033060865.1.gff3,9,500.803951,35.223717487813545,19977,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Dorcus_hopei_GCA_033060865.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Dorcus_hopei_GCA_033060865.1.gff3
Scarabaeoidea,Dorcus_parallelipipedus_GCA_958336345.1.gff3,9,453.757056,34.86439874701012,21474,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Dorcus_parallelipipedus_GCA_958336345.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Dorcus_parallelipipedus_GCA_958336345.1.gff3
Scarabaeoidea,Geotrupes_spiniger_GCA_959613385.1.gff3,11,473.28505,34.35847169091519,17264,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Geotrupes_spiniger_GCA_959613385.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Geotrupes_spiniger_GCA_959613385.1.gff3
Scarabaeoidea,Holotrichia_oblita_GCA_023690525.1.gff3,10,1346.810899,34.32148043689102,44970,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Holotrichia_oblita_GCA_023690525.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Holotrichia_oblita_GCA_023690525.1.gff3
Scarabaeoidea,Kibakoganea_sinica_GCA_043790905.1.gff3,10,598.837544,34.798710313325124,19470,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Kibakoganea_sinica_GCA_043790905.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Scarabaeoidea_GFF3_filtered_dropIDs/Kibakoganea_sinica_GCA_043790905.1.gff3
